id,WorkDatasetSize,WorkMethodsFrequency,Frequency
2740,1GB,RecommenderSystems,NA
2741,100GB,RecommenderSystems,NA
2742,NA,RecommenderSystems,NA
2743,NA,RecommenderSystems,NA
2744,10GB,RecommenderSystems,NA
2745,100GB,RecommenderSystems,NA
2746,NA,RecommenderSystems,NA
2747,10GB,RecommenderSystems,NA
2748,100PB,RecommenderSystems,NA
2749,NA,RecommenderSystems,NA
2750,1GB,RecommenderSystems,Sometimes
2751,NA,RecommenderSystems,NA
2752,NA,RecommenderSystems,NA
2753,NA,RecommenderSystems,NA
2754,1GB,RecommenderSystems,NA
2755,NA,RecommenderSystems,NA
2756,NA,RecommenderSystems,NA
2757,100GB,RecommenderSystems,NA
2758,NA,RecommenderSystems,NA
2759,NA,RecommenderSystems,NA
2760,NA,RecommenderSystems,NA
2761,NA,RecommenderSystems,NA
2762,100GB,RecommenderSystems,Most of the time
2763,NA,RecommenderSystems,NA
2764,10GB,RecommenderSystems,NA
2765,10TB,RecommenderSystems,NA
2766,NA,RecommenderSystems,NA
2767,NA,RecommenderSystems,NA
2768,1TB,RecommenderSystems,NA
2769,NA,RecommenderSystems,NA
2770,NA,RecommenderSystems,NA
2771,NA,RecommenderSystems,NA
2772,NA,RecommenderSystems,NA
2773,10GB,RecommenderSystems,NA
2774,1GB,RecommenderSystems,NA
2775,10MB,RecommenderSystems,NA
2776,NA,RecommenderSystems,NA
2777,1GB,RecommenderSystems,Sometimes
2778,100GB,RecommenderSystems,NA
2779,NA,RecommenderSystems,NA
2780,1TB,RecommenderSystems,NA
2781,10MB,RecommenderSystems,NA
2782,100MB,RecommenderSystems,NA
2783,1GB,RecommenderSystems,NA
2784,10MB,RecommenderSystems,NA
2785,1GB,RecommenderSystems,NA
2786,NA,RecommenderSystems,NA
2787,NA,RecommenderSystems,NA
2788,10GB,RecommenderSystems,NA
2789,NA,RecommenderSystems,NA
2790,10MB,RecommenderSystems,Sometimes
2791,100TB,RecommenderSystems,Often
2792,NA,RecommenderSystems,NA
2793,NA,RecommenderSystems,NA
2794,NA,RecommenderSystems,NA
2795,1GB,RecommenderSystems,NA
2796,10MB,RecommenderSystems,NA
2797,1GB,RecommenderSystems,NA
2798,10GB,RecommenderSystems,NA
2799,100GB,RecommenderSystems,NA
2800,10GB,RecommenderSystems,NA
2801,NA,RecommenderSystems,NA
2802,10GB,RecommenderSystems,NA
2803,NA,RecommenderSystems,NA
2804,NA,RecommenderSystems,NA
2805,100GB,RecommenderSystems,NA
2806,NA,RecommenderSystems,NA
2807,NA,RecommenderSystems,NA
2808,100GB,RecommenderSystems,NA
2809,100MB,RecommenderSystems,NA
2810,NA,RecommenderSystems,NA
2811,NA,RecommenderSystems,NA
2812,NA,RecommenderSystems,NA
2813,NA,RecommenderSystems,NA
2814,1GB,RecommenderSystems,NA
2815,NA,RecommenderSystems,NA
2816,NA,RecommenderSystems,NA
2817,10GB,RecommenderSystems,Often
2818,<1MB,RecommenderSystems,NA
2819,NA,RecommenderSystems,NA
2820,NA,RecommenderSystems,NA
2821,NA,RecommenderSystems,NA
2822,1GB,RecommenderSystems,NA
2823,NA,RecommenderSystems,NA
2824,100MB,RecommenderSystems,NA
2825,NA,RecommenderSystems,NA
2826,NA,RecommenderSystems,NA
2827,10GB,RecommenderSystems,NA
2828,NA,RecommenderSystems,NA
2829,1GB,RecommenderSystems,NA
2830,10MB,RecommenderSystems,Sometimes
2831,1GB,RecommenderSystems,NA
2832,10GB,RecommenderSystems,NA
2833,NA,RecommenderSystems,NA
2834,100GB,RecommenderSystems,Sometimes
2835,1GB,RecommenderSystems,NA
2836,NA,RecommenderSystems,NA
2837,NA,RecommenderSystems,NA
2838,100MB,RecommenderSystems,NA
2839,10MB,RecommenderSystems,NA
2840,NA,RecommenderSystems,NA
2841,1GB,RecommenderSystems,NA
2842,100GB,RecommenderSystems,NA
2843,1GB,RecommenderSystems,NA
2844,10GB,RecommenderSystems,NA
2845,NA,RecommenderSystems,NA
2846,NA,RecommenderSystems,NA
2847,NA,RecommenderSystems,NA
2848,1TB,RecommenderSystems,Often
2849,NA,RecommenderSystems,NA
2850,10TB,RecommenderSystems,NA
2851,NA,RecommenderSystems,NA
2852,10MB,RecommenderSystems,NA
2853,1GB,RecommenderSystems,NA
2854,10GB,RecommenderSystems,NA
2855,NA,RecommenderSystems,NA
2856,1GB,RecommenderSystems,Sometimes
2857,100GB,RecommenderSystems,NA
2858,100MB,RecommenderSystems,NA
2859,NA,RecommenderSystems,NA
2860,100MB,RecommenderSystems,NA
2861,1GB,RecommenderSystems,NA
2862,10TB,RecommenderSystems,NA
2863,10GB,RecommenderSystems,NA
2864,NA,RecommenderSystems,NA
2865,100MB,RecommenderSystems,NA
2866,NA,RecommenderSystems,NA
2867,NA,RecommenderSystems,NA
2868,NA,RecommenderSystems,NA
2869,10GB,RecommenderSystems,NA
2870,NA,RecommenderSystems,NA
2871,10GB,RecommenderSystems,Sometimes
2872,1GB,RecommenderSystems,NA
2873,NA,RecommenderSystems,NA
2874,1GB,RecommenderSystems,Most of the time
2875,10GB,RecommenderSystems,NA
2876,NA,RecommenderSystems,NA
2877,10GB,RecommenderSystems,NA
2878,NA,RecommenderSystems,NA
2879,1GB,RecommenderSystems,NA
2880,100MB,RecommenderSystems,NA
2881,NA,RecommenderSystems,NA
2882,10GB,RecommenderSystems,NA
2883,NA,RecommenderSystems,Often
2884,100GB,RecommenderSystems,NA
2885,10MB,RecommenderSystems,NA
2886,NA,RecommenderSystems,NA
2887,10MB,RecommenderSystems,NA
2888,NA,RecommenderSystems,NA
2889,100MB,RecommenderSystems,NA
2890,1GB,RecommenderSystems,NA
2891,NA,RecommenderSystems,NA
2892,NA,RecommenderSystems,NA
2893,NA,RecommenderSystems,NA
2894,NA,RecommenderSystems,NA
2895,NA,RecommenderSystems,NA
1,10GB,RNNs,NA
2,1GB,RNNs,NA
3,100GB,RNNs,NA
4,1GB,RNNs,NA
5,1GB,RNNs,NA
6,100MB,RNNs,NA
7,1TB,RNNs,Often
8,10TB,RNNs,Rarely
9,NA,RNNs,NA
10,10GB,RNNs,NA
11,1GB,RNNs,NA
12,100GB,RNNs,NA
13,NA,RNNs,NA
14,1GB,RNNs,NA
15,10GB,RNNs,NA
16,100MB,RNNs,NA
17,100GB,RNNs,NA
18,1GB,RNNs,NA
19,1GB,RNNs,NA
20,10GB,RNNs,Sometimes
21,100MB,RNNs,NA
22,1TB,RNNs,NA
23,100MB,RNNs,NA
24,1GB,RNNs,NA
25,10MB,RNNs,NA
26,10GB,RNNs,NA
27,100TB,RNNs,NA
28,100GB,RNNs,NA
29,100GB,RNNs,Often
30,100GB,RNNs,NA
31,100MB,RNNs,NA
32,1GB,RNNs,NA
33,100MB,RNNs,NA
34,100MB,RNNs,NA
35,1GB,RNNs,NA
36,10GB,RNNs,NA
37,1MB,RNNs,NA
38,1GB,RNNs,NA
39,100GB,RNNs,NA
40,100GB,RNNs,NA
41,100GB,RNNs,NA
42,1TB,RNNs,Most of the time
43,1GB,RNNs,Often
44,10GB,RNNs,Most of the time
45,NA,RNNs,NA
46,<1MB,RNNs,NA
47,10GB,RNNs,NA
48,1GB,RNNs,NA
49,10GB,RNNs,NA
50,1GB,RNNs,NA
51,10GB,RNNs,Most of the time
52,1GB,RNNs,NA
53,10MB,RNNs,NA
54,10GB,RNNs,Sometimes
55,10GB,RNNs,NA
56,1GB,RNNs,NA
57,NA,RNNs,NA
58,NA,RNNs,NA
59,10TB,RNNs,NA
60,100GB,RNNs,NA
61,1TB,RNNs,NA
62,10MB,RNNs,NA
63,1GB,RNNs,NA
64,10MB,RNNs,NA
65,1MB,RNNs,NA
66,10GB,RNNs,NA
67,1GB,RNNs,NA
68,NA,RNNs,NA
69,10GB,RNNs,NA
70,10GB,RNNs,NA
71,10MB,RNNs,NA
72,100GB,RNNs,NA
73,10GB,RNNs,Often
74,10GB,RNNs,NA
75,100MB,RNNs,NA
76,1TB,RNNs,NA
77,1GB,RNNs,NA
78,100GB,RNNs,NA
79,10GB,RNNs,NA
80,1GB,RNNs,NA
81,1GB,RNNs,NA
82,100MB,RNNs,NA
83,10GB,RNNs,NA
84,1MB,RNNs,NA
85,100GB,RNNs,NA
86,100GB,RNNs,NA
87,1PB,RNNs,NA
88,1MB,RNNs,NA
89,100MB,RNNs,NA
90,10GB,RNNs,NA
91,1GB,RNNs,Rarely
92,1TB,RNNs,NA
93,100MB,RNNs,NA
94,10TB,RNNs,Often
95,NA,RNNs,NA
96,1GB,RNNs,NA
97,10GB,RNNs,Often
98,10GB,RNNs,NA
99,1GB,RNNs,NA
100,10GB,RNNs,NA
101,10MB,RNNs,NA
102,10MB,RNNs,NA
103,100GB,RNNs,Sometimes
104,100MB,RNNs,NA
105,100MB,RNNs,NA
106,1TB,RNNs,NA
107,100MB,RNNs,NA
108,10MB,RNNs,NA
109,10GB,RNNs,NA
110,10MB,RNNs,NA
111,100GB,RNNs,NA
112,10MB,RNNs,NA
113,100MB,RNNs,NA
114,10MB,RNNs,NA
115,100GB,RNNs,NA
116,100MB,RNNs,Sometimes
117,100MB,RNNs,NA
118,NA,RNNs,NA
119,1GB,RNNs,NA
120,100GB,RNNs,NA
121,100GB,RNNs,Often
122,100TB,RNNs,NA
123,100GB,RNNs,NA
124,100MB,RNNs,NA
125,<1MB,RNNs,NA
126,100GB,RNNs,NA
127,10GB,RNNs,NA
128,100MB,RNNs,NA
129,1GB,RNNs,NA
130,NA,RNNs,NA
131,10MB,RNNs,NA
132,10MB,RNNs,NA
133,1TB,RNNs,Most of the time
134,100MB,RNNs,NA
135,1GB,RNNs,Sometimes
136,10GB,RNNs,Often
137,NA,RNNs,NA
138,1GB,RNNs,NA
139,100GB,RNNs,NA
140,1GB,RNNs,NA
141,1GB,RNNs,NA
142,NA,RNNs,NA
143,NA,RNNs,NA
144,1GB,RNNs,NA
145,100MB,RNNs,NA
146,NA,RNNs,NA
147,100MB,RNNs,NA
148,1GB,RNNs,Often
149,1GB,RNNs,Sometimes
150,1GB,RNNs,NA
151,100MB,RNNs,NA
152,100TB,RNNs,NA
153,100MB,RNNs,NA
154,1GB,RNNs,NA
155,10GB,RNNs,Often
156,10MB,RNNs,NA
157,10GB,RNNs,NA
158,100MB,RNNs,Often
159,100GB,RNNs,NA
160,NA,RNNs,NA
161,1GB,RNNs,Often
162,1GB,RNNs,NA
163,100GB,RNNs,NA
164,1GB,RNNs,NA
165,NA,RNNs,NA
166,10GB,RNNs,NA
167,1GB,RNNs,NA
168,100MB,RNNs,NA
169,100MB,RNNs,NA
170,100MB,RNNs,NA
171,10MB,RNNs,NA
172,10MB,RNNs,NA
173,1GB,RNNs,NA
174,10GB,RNNs,NA
175,NA,RNNs,NA
176,10GB,RNNs,NA
177,1GB,RNNs,NA
178,100GB,RNNs,NA
179,10GB,RNNs,NA
180,NA,RNNs,NA
181,1GB,RNNs,NA
182,100MB,RNNs,NA
183,10MB,RNNs,NA
184,10GB,RNNs,Often
185,10GB,RNNs,NA
186,NA,RNNs,NA
187,1GB,RNNs,NA
188,100MB,RNNs,NA
189,NA,RNNs,NA
190,10GB,RNNs,NA
191,1GB,RNNs,NA
192,1GB,RNNs,NA
193,10GB,RNNs,NA
194,10GB,RNNs,NA
195,1GB,RNNs,NA
196,100GB,RNNs,NA
197,100TB,RNNs,NA
198,100MB,RNNs,NA
199,1MB,RNNs,NA
200,1GB,RNNs,NA
201,1GB,RNNs,NA
202,10GB,RNNs,NA
203,100MB,RNNs,NA
204,10GB,RNNs,NA
205,1GB,RNNs,NA
206,10GB,RNNs,NA
207,10GB,RNNs,NA
208,100MB,RNNs,NA
209,10TB,RNNs,NA
210,10GB,RNNs,Most of the time
211,10GB,RNNs,NA
212,100TB,RNNs,NA
213,100MB,RNNs,NA
214,100MB,RNNs,NA
215,10GB,RNNs,NA
216,1GB,RNNs,NA
217,100MB,RNNs,NA
218,1GB,RNNs,NA
219,100MB,RNNs,NA
220,1GB,RNNs,NA
221,1TB,RNNs,Often
222,10GB,RNNs,NA
223,100GB,RNNs,NA
224,10GB,RNNs,NA
225,100TB,RNNs,NA
226,10GB,RNNs,NA
227,1MB,RNNs,NA
228,1TB,RNNs,Often
229,100GB,RNNs,Most of the time
230,10GB,RNNs,NA
231,10GB,RNNs,Sometimes
232,10MB,RNNs,NA
233,1MB,RNNs,Sometimes
234,100GB,RNNs,NA
235,100TB,RNNs,NA
236,10GB,RNNs,NA
237,1TB,RNNs,NA
238,100MB,RNNs,NA
239,10TB,RNNs,NA
240,10GB,RNNs,NA
241,10TB,RNNs,NA
242,<1MB,RNNs,NA
243,1TB,RNNs,NA
244,NA,RNNs,NA
245,100GB,RNNs,Often
246,100MB,RNNs,NA
247,NA,RNNs,NA
248,10GB,RNNs,NA
249,NA,RNNs,NA
250,NA,RNNs,Sometimes
251,1GB,RNNs,NA
252,100MB,RNNs,NA
253,100MB,RNNs,NA
254,100GB,RNNs,NA
255,100MB,RNNs,NA
256,1TB,RNNs,NA
257,1GB,RNNs,NA
258,1GB,RNNs,NA
259,NA,RNNs,NA
260,1GB,RNNs,NA
261,10GB,RNNs,NA
262,100MB,RNNs,NA
263,10MB,RNNs,NA
264,100MB,RNNs,NA
265,1GB,RNNs,NA
266,10TB,RNNs,Sometimes
267,100MB,RNNs,NA
268,100GB,RNNs,NA
269,1TB,RNNs,Often
270,1MB,RNNs,NA
271,1TB,RNNs,Often
272,10MB,RNNs,NA
273,10TB,RNNs,NA
274,10MB,RNNs,Often
275,NA,RNNs,NA
276,1GB,RNNs,NA
277,1TB,RNNs,NA
278,10GB,RNNs,NA
279,10GB,RNNs,NA
280,10GB,RNNs,NA
281,10GB,RNNs,NA
282,1GB,RNNs,NA
283,10GB,RNNs,Rarely
284,10MB,RNNs,NA
285,100TB,RNNs,NA
286,NA,RNNs,NA
287,10GB,RNNs,NA
288,100GB,RNNs,NA
289,1GB,RNNs,NA
290,10GB,RNNs,NA
291,10GB,RNNs,NA
292,10GB,RNNs,Most of the time
293,<1MB,RNNs,NA
294,NA,RNNs,NA
295,100TB,RNNs,NA
296,1GB,RNNs,NA
297,10GB,RNNs,NA
298,10GB,RNNs,NA
299,1GB,RNNs,NA
300,1MB,RNNs,NA
301,10GB,RNNs,NA
302,100MB,RNNs,NA
303,10MB,RNNs,NA
304,100GB,RNNs,NA
305,1GB,RNNs,Often
306,10GB,RNNs,NA
307,1GB,RNNs,Sometimes
308,10GB,RNNs,Most of the time
309,100MB,RNNs,NA
310,<1MB,RNNs,NA
311,10TB,RNNs,NA
312,1GB,RNNs,NA
313,10GB,RNNs,Often
314,100MB,RNNs,NA
315,1TB,RNNs,NA
316,10GB,RNNs,Sometimes
317,1GB,RNNs,Most of the time
318,10MB,RNNs,NA
319,100MB,RNNs,NA
320,100MB,RNNs,NA
321,NA,RNNs,NA
322,10GB,RNNs,NA
323,100MB,RNNs,NA
324,10MB,RNNs,NA
325,10GB,RNNs,Most of the time
326,100MB,RNNs,NA
327,100MB,RNNs,NA
328,10GB,RNNs,NA
329,10MB,RNNs,NA
330,1GB,RNNs,NA
331,1GB,RNNs,NA
332,NA,RNNs,NA
333,1GB,RNNs,NA
334,10MB,RNNs,Most of the time
335,10GB,RNNs,Sometimes
336,1GB,RNNs,NA
337,100GB,RNNs,NA
338,100MB,RNNs,NA
339,1GB,RNNs,NA
340,100MB,RNNs,NA
341,100MB,RNNs,NA
342,100GB,RNNs,NA
343,10GB,RNNs,NA
344,100MB,RNNs,NA
345,100GB,RNNs,Often
346,1GB,RNNs,NA
347,10GB,RNNs,NA
348,1GB,RNNs,NA
349,100GB,RNNs,NA
350,1GB,RNNs,NA
351,10GB,RNNs,Most of the time
352,1GB,RNNs,NA
353,10TB,RNNs,NA
354,100GB,RNNs,Often
355,100MB,RNNs,Often
356,100MB,RNNs,NA
357,1GB,RNNs,NA
358,10MB,RNNs,NA
359,1GB,RNNs,NA
360,NA,RNNs,NA
361,100GB,RNNs,NA
362,100GB,RNNs,Most of the time
363,1GB,RNNs,Often
364,NA,RNNs,NA
365,100GB,RNNs,NA
366,1GB,RNNs,Often
367,1GB,RNNs,NA
368,10GB,RNNs,Often
369,1TB,RNNs,NA
370,100MB,RNNs,NA
371,10MB,RNNs,NA
372,<1MB,RNNs,NA
373,1TB,RNNs,NA
374,1GB,RNNs,NA
375,10GB,RNNs,NA
376,1TB,RNNs,Often
377,1GB,RNNs,NA
378,100MB,RNNs,NA
379,100MB,RNNs,NA
380,10MB,RNNs,NA
381,100MB,RNNs,NA
382,10GB,RNNs,NA
383,10GB,RNNs,NA
384,1GB,RNNs,NA
385,100GB,RNNs,NA
386,1GB,RNNs,NA
387,1GB,RNNs,Sometimes
388,10GB,RNNs,Most of the time
389,1TB,RNNs,NA
390,100MB,RNNs,Often
391,10GB,RNNs,NA
392,100GB,RNNs,NA
393,100MB,RNNs,NA
394,10GB,RNNs,Rarely
395,NA,RNNs,NA
396,1GB,RNNs,NA
397,100GB,RNNs,NA
398,1GB,RNNs,NA
399,100GB,RNNs,Most of the time
400,1GB,RNNs,NA
401,10GB,RNNs,NA
402,1TB,RNNs,NA
403,1GB,RNNs,NA
404,1GB,RNNs,Sometimes
405,1GB,RNNs,NA
406,10GB,RNNs,NA
407,1GB,RNNs,NA
408,1MB,RNNs,NA
409,100MB,RNNs,NA
410,10GB,RNNs,NA
411,10MB,RNNs,NA
412,100MB,RNNs,NA
413,1GB,RNNs,NA
414,10MB,RNNs,NA
415,100MB,RNNs,NA
416,10GB,RNNs,Most of the time
417,10GB,RNNs,NA
418,10GB,RNNs,NA
419,1GB,RNNs,NA
420,100MB,RNNs,NA
421,10MB,RNNs,Most of the time
422,100MB,RNNs,NA
423,1TB,RNNs,NA
424,1GB,RNNs,NA
425,100MB,RNNs,NA
426,10MB,RNNs,NA
427,100GB,RNNs,Often
428,1GB,RNNs,NA
429,NA,RNNs,NA
430,10GB,RNNs,Sometimes
431,NA,RNNs,NA
432,10GB,RNNs,NA
433,10MB,RNNs,NA
434,1GB,RNNs,NA
435,<1MB,RNNs,NA
436,1GB,RNNs,Often
437,1EB,RNNs,Rarely
438,100MB,RNNs,NA
439,NA,RNNs,NA
440,NA,RNNs,NA
441,1GB,RNNs,NA
442,100MB,RNNs,NA
443,1TB,RNNs,NA
444,10GB,RNNs,NA
445,1TB,RNNs,NA
446,10GB,RNNs,NA
447,100MB,RNNs,NA
448,100MB,RNNs,NA
449,1TB,RNNs,Often
450,10GB,RNNs,NA
451,10GB,RNNs,NA
452,10GB,RNNs,NA
453,1GB,RNNs,Often
454,NA,RNNs,NA
455,100MB,RNNs,NA
456,1GB,RNNs,NA
457,100GB,RNNs,NA
458,10GB,RNNs,NA
459,1GB,RNNs,NA
460,10GB,RNNs,Most of the time
461,10GB,RNNs,Sometimes
462,100MB,RNNs,NA
463,1GB,RNNs,NA
464,NA,RNNs,NA
465,10GB,RNNs,NA
466,1GB,RNNs,NA
467,1TB,RNNs,NA
468,1GB,RNNs,NA
469,100MB,RNNs,Sometimes
470,10GB,RNNs,NA
471,1TB,RNNs,NA
472,10MB,RNNs,NA
473,NA,RNNs,NA
474,100GB,RNNs,NA
475,10GB,RNNs,NA
476,100GB,RNNs,NA
477,10GB,RNNs,Most of the time
478,10GB,RNNs,NA
479,10GB,RNNs,Often
480,100MB,RNNs,Often
481,100MB,RNNs,Most of the time
482,1GB,RNNs,NA
483,1GB,RNNs,NA
484,1GB,RNNs,Often
485,10GB,RNNs,NA
486,100GB,RNNs,NA
487,1MB,RNNs,NA
488,10TB,RNNs,NA
489,100GB,RNNs,Often
490,100MB,RNNs,NA
491,100GB,RNNs,NA
492,100MB,RNNs,NA
493,10GB,RNNs,NA
494,1TB,RNNs,NA
495,1GB,RNNs,NA
496,1GB,RNNs,NA
497,100MB,RNNs,NA
498,10GB,RNNs,NA
499,1GB,RNNs,NA
500,1GB,RNNs,NA
501,NA,RNNs,NA
502,100MB,RNNs,NA
503,10GB,RNNs,NA
504,<1MB,RNNs,NA
505,10GB,RNNs,NA
506,100MB,RNNs,NA
507,<1MB,RNNs,NA
508,10MB,RNNs,NA
509,10GB,RNNs,NA
510,1GB,RNNs,NA
511,NA,RNNs,NA
512,10GB,RNNs,NA
513,1TB,RNNs,NA
514,10GB,RNNs,NA
515,10GB,RNNs,NA
516,1GB,RNNs,NA
517,1GB,RNNs,NA
518,10GB,RNNs,NA
519,1GB,RNNs,NA
520,1GB,RNNs,NA
521,10GB,RNNs,NA
522,NA,RNNs,NA
523,100GB,RNNs,NA
524,100MB,RNNs,NA
525,10MB,RNNs,NA
526,10MB,RNNs,NA
527,1TB,RNNs,NA
528,100MB,RNNs,NA
529,100GB,RNNs,Most of the time
530,100MB,RNNs,NA
531,10GB,RNNs,NA
532,<1MB,RNNs,NA
533,NA,RNNs,NA
534,1GB,RNNs,NA
535,100MB,RNNs,NA
536,NA,RNNs,NA
537,100MB,RNNs,NA
538,100MB,RNNs,Sometimes
539,100GB,RNNs,NA
540,NA,RNNs,NA
541,1GB,RNNs,NA
542,100GB,RNNs,NA
543,10GB,RNNs,NA
544,100GB,RNNs,Most of the time
545,10GB,RNNs,NA
546,10MB,RNNs,NA
547,100MB,RNNs,NA
548,NA,RNNs,NA
549,10GB,RNNs,NA
550,100GB,RNNs,NA
551,100MB,RNNs,NA
552,1MB,RNNs,NA
553,NA,RNNs,NA
554,100MB,RNNs,NA
555,10GB,RNNs,NA
556,100MB,RNNs,NA
557,100TB,RNNs,NA
558,1GB,RNNs,NA
559,10GB,RNNs,NA
560,10GB,RNNs,NA
561,1TB,RNNs,NA
562,100MB,RNNs,Often
563,100MB,RNNs,NA
564,NA,RNNs,NA
565,100GB,RNNs,NA
566,<1MB,RNNs,NA
567,1GB,RNNs,NA
568,NA,RNNs,NA
569,NA,RNNs,NA
570,10GB,RNNs,NA
571,NA,RNNs,NA
572,100GB,RNNs,NA
573,100MB,RNNs,NA
574,10MB,RNNs,NA
575,NA,RNNs,Often
576,10MB,RNNs,NA
577,1GB,RNNs,NA
578,NA,RNNs,NA
579,1GB,RNNs,NA
580,100GB,RNNs,NA
581,100MB,RNNs,Most of the time
582,1PB,RNNs,NA
583,10GB,RNNs,NA
584,100GB,RNNs,NA
585,100MB,RNNs,NA
586,10MB,RNNs,NA
587,100GB,RNNs,NA
588,100GB,RNNs,NA
589,100TB,RNNs,NA
590,10GB,RNNs,Sometimes
591,1GB,RNNs,Most of the time
592,100MB,RNNs,NA
593,10GB,RNNs,NA
594,100MB,RNNs,NA
595,1GB,RNNs,Rarely
596,1GB,RNNs,NA
597,100MB,RNNs,NA
598,100MB,RNNs,NA
599,100GB,RNNs,Often
600,100GB,RNNs,NA
601,1GB,RNNs,Most of the time
602,1GB,RNNs,Often
603,1GB,RNNs,NA
604,<1MB,RNNs,NA
605,10GB,RNNs,NA
606,10GB,RNNs,NA
607,10MB,RNNs,NA
608,1GB,RNNs,NA
609,10GB,RNNs,NA
610,10TB,RNNs,NA
611,10GB,RNNs,Sometimes
612,1GB,RNNs,NA
613,10MB,RNNs,NA
614,100MB,RNNs,NA
615,NA,RNNs,NA
616,1GB,RNNs,NA
617,100MB,RNNs,NA
618,1GB,RNNs,NA
619,100MB,RNNs,NA
620,1GB,RNNs,NA
621,10GB,RNNs,NA
622,1TB,RNNs,NA
623,10GB,RNNs,NA
624,100MB,RNNs,NA
625,<1MB,RNNs,NA
626,10TB,RNNs,NA
627,1GB,RNNs,Sometimes
628,10GB,RNNs,NA
629,100MB,RNNs,NA
630,NA,RNNs,NA
631,100MB,RNNs,NA
632,1TB,RNNs,NA
633,100MB,RNNs,NA
634,100GB,RNNs,NA
635,10GB,RNNs,NA
636,10GB,RNNs,NA
637,1GB,RNNs,Sometimes
638,1GB,RNNs,NA
639,100GB,RNNs,Often
640,1TB,RNNs,NA
641,NA,RNNs,NA
642,100GB,RNNs,NA
643,10GB,RNNs,NA
644,1MB,RNNs,NA
645,10MB,RNNs,NA
646,10GB,RNNs,NA
647,100MB,RNNs,NA
648,100MB,RNNs,NA
649,10GB,RNNs,NA
650,10MB,RNNs,NA
651,100MB,RNNs,NA
652,NA,RNNs,NA
653,1GB,RNNs,NA
654,10MB,RNNs,NA
655,100GB,RNNs,NA
656,100MB,RNNs,NA
657,1GB,RNNs,NA
658,10GB,RNNs,NA
659,1TB,RNNs,NA
660,100GB,RNNs,NA
661,100GB,RNNs,NA
662,10GB,RNNs,NA
663,100MB,RNNs,NA
664,100GB,RNNs,NA
665,1GB,RNNs,NA
666,10GB,RNNs,NA
667,1GB,RNNs,NA
668,1TB,RNNs,Most of the time
669,10MB,RNNs,NA
670,NA,RNNs,NA
671,NA,RNNs,NA
672,1GB,RNNs,NA
673,1MB,RNNs,NA
674,10GB,RNNs,NA
675,1MB,RNNs,NA
676,100GB,RNNs,NA
677,10GB,RNNs,NA
678,100MB,RNNs,NA
679,1MB,RNNs,NA
680,1GB,RNNs,NA
681,100MB,RNNs,NA
682,100MB,RNNs,NA
683,1GB,RNNs,NA
684,10PB,RNNs,NA
685,100MB,RNNs,NA
686,NA,RNNs,NA
687,10TB,RNNs,NA
688,10GB,RNNs,Often
689,1TB,RNNs,NA
690,100PB,RNNs,NA
691,<1MB,RNNs,NA
692,1GB,RNNs,NA
693,1GB,RNNs,NA
694,1MB,RNNs,Most of the time
695,10GB,RNNs,Often
696,10GB,RNNs,NA
697,100MB,RNNs,NA
698,10GB,RNNs,NA
699,10GB,RNNs,NA
700,1GB,RNNs,NA
701,100MB,RNNs,NA
702,100GB,RNNs,NA
703,100GB,RNNs,NA
704,1GB,RNNs,NA
705,100MB,RNNs,NA
706,1GB,RNNs,NA
707,1GB,RNNs,NA
708,100MB,RNNs,NA
709,100MB,RNNs,NA
710,10GB,RNNs,Sometimes
711,100GB,RNNs,NA
712,10TB,RNNs,Sometimes
713,100MB,RNNs,NA
714,NA,RNNs,NA
715,1GB,RNNs,NA
716,10GB,RNNs,Often
717,1GB,RNNs,Often
718,10MB,RNNs,NA
719,10MB,RNNs,NA
720,1TB,RNNs,NA
721,100MB,RNNs,Often
722,1TB,RNNs,NA
723,10GB,RNNs,NA
724,10GB,RNNs,NA
725,100GB,RNNs,NA
726,10GB,RNNs,NA
727,10GB,RNNs,NA
728,<1MB,RNNs,NA
729,100MB,RNNs,NA
730,10GB,RNNs,NA
731,10GB,RNNs,NA
732,1GB,RNNs,NA
733,1TB,RNNs,Sometimes
734,1GB,RNNs,NA
735,1MB,RNNs,NA
736,1GB,RNNs,Often
737,100GB,RNNs,NA
738,1GB,RNNs,NA
739,1GB,RNNs,NA
740,1GB,RNNs,NA
741,100MB,RNNs,NA
742,<1MB,RNNs,NA
743,10MB,RNNs,NA
744,1MB,RNNs,NA
745,1TB,RNNs,NA
746,<1MB,RNNs,NA
747,10TB,RNNs,NA
748,NA,RNNs,Sometimes
749,10MB,RNNs,NA
750,<1MB,RNNs,NA
751,10GB,RNNs,NA
752,NA,RNNs,NA
753,100MB,RNNs,NA
754,100GB,RNNs,NA
755,10GB,RNNs,NA
756,10MB,RNNs,NA
757,1GB,RNNs,NA
758,10GB,RNNs,NA
759,10MB,RNNs,NA
760,100MB,RNNs,NA
761,100TB,RNNs,NA
762,100GB,RNNs,NA
763,1GB,RNNs,NA
764,1PB,RNNs,NA
765,10TB,RNNs,NA
766,100MB,RNNs,Sometimes
767,10GB,RNNs,NA
768,1TB,RNNs,NA
769,100MB,RNNs,NA
770,1GB,RNNs,NA
771,10GB,RNNs,Most of the time
772,1GB,RNNs,NA
773,100MB,RNNs,NA
774,100GB,RNNs,Most of the time
775,100MB,RNNs,NA
776,1GB,RNNs,NA
777,100MB,RNNs,Often
778,10MB,RNNs,NA
779,1GB,RNNs,NA
